news,company,sentiment
"The firm's infrastructure portfolio produced a 7% gain for the just-ended quarter and rose 9% in the trailing 12 months through March, while its real-estate holdings lost 3% and 9%, respectively. KKR said its leveraged credit and alternative credit assets posted 4% and 2% gains in the March quarter, respectively. ",KKR,positive
"KKR said it raised around $12 billion during the quarter, including roughly $9 billion for credit and liquid strategies. The firm again highlighted the benefits of having a capital-markets unit, which co-Chief Executive Scott Nuttall called 'a secret weapon' that has allowed the firm to get some deals done even in a challenging environment. ",KKR,positive
"With your Apple or Android device, open the camera app. ",Apple,neutral
"Continued from page B1 ances and voluntary credits and higher prices,' Antoine Delporte, a product manager on State Street's asset services team, said. 'We want to be ready for the demand we see emerging.' ",State Street,positive
"In addition to asset managers, State Street plans to work with hedge funds and private-equity firms that also want easy access to carbon-credit investments. ",State Street,positive
State Street is betting its experience overseeing some $38 trillion in assets under custody or administration will give clients confidence to invest in the space. ,State Street,neutral
"State Street says it will support funds that hold either allowances or futures. It hopes to become a leading player in the voluntary market, which has been riddled by concerns about credit quality and a lack of transparency. Exchange ",State Street,neutral
operator CME Group recently launched futures contracts tied to voluntary offsets and is working with registries that uphold project standards and certify offsets. ,CME,neutral
Six Flags Entertainment shares rose 19% on Monday. ,Six Flags,positive
"Shares of several smaller lenders spiked early Monday, lifted by a dividend cut from that PacWest boosted investors' confidence in its odds. survival While PacWest added 3.7% for the day, the broader gains unwound as a volatile session wore on, leaving the KBW Nasdaq Regional Banking Index down 2.8%. ",PacWest,positive
"Indexes were buoyed by gains in some large technology firms. Communication services companies led the S&P 500, boosted to a 1.3% gain by advances in shares of Meta and Alphabet. ",Meta,positive
"Megacap tech companies have propelled the stock market's gains this year, outperforming the broader index by 23 percentage points in 2023, according to Goldman Sachs ",Goldman,neutral
The swings in regional-bank stocks came after PacWest slashed its dividend late Friday.,PacWest,negative
"Even though some banks- like Western Alliance, which rose 0.6%-held onto some of their early-morning rallies, analysts said a full-fledge rebound remains well away. Concerns lending environment and a potential recession have hammered re",Western Alliance,positive
"Elsewhere, Tyson Foods slid 16% after reporting a swing to a loss. That was its worst daily decline since the onset of the Covid-19 pandemic. Six Flags Entertainment rose 19% after reporting that spending at its amusement parks held up despite rising prices. ",Tyson,negative
"that reported their first-quarter results, profits grew an average 1% year on year, with about 69% of them having missed consensus earnings estimates, according to Goldman Sachs. About 77% of Ashare shares-companies listed in Shanghai and Shenzhen-revised ",Goldman,neutral
"Chevron and Exxon Mobil have traditionally been wary of making splashy bets on energy markets. However, Exxon Mobil is planning to beef up its trading team again. The company slashed its funding during the pandemic, which meant its traders didn't have the cash to take advantage of dramatic swings such as when oil prices went negative in April 2020. Now that shareholders don't want oil producers to start expensive new exploration, trading could help them to juice profits. ",Chevron,neutral
Tyson Foods' Shares Get Roasted ,Tyson,negative
"Tyson Foods served up rotten results on Monday, sending an already underperforming stock down sharply. ",Tyson,negative
"cline, Tyson shares were already down 31% over the past 12 months. To turn the stock around, the company's management will likely need to regain credibility with investors on profits and cost discipline. ",Tyson,negative
First Citizens May Have Gotten an Even Better Deal on SVB Than Thought ,First Citizens,positive
"latory filing, dated May 5, North Carolina-based First Citizens reported nearly $10 billion in income ",First Citizens,positive
"marked as a gain on acquisition. Alhough the report doesn't specify, this is likely the upshot of the $16.5 billion 'discount bid' that First Citizens got on SVB's loans. ",First Citizens,positive
